CODIGO;DESCRICAO;  CUSTO   
300669; ROSA MONO LAM 183-C  13/08 ; 20,55 
300671; ROSA MONO LAM 205-C 5/8 ; 27,65 
300672; OURO LAM TIA ZELDA(AM) ; 29,73 
300673; ROSA MONO LAM 177-C ; 22,05 
300674; ROSA MONO LAM 705-C ; 14,14 
300675; ROSA LAM 3527-C  (CROMIA) ; 26,78 
300676; ROSA ( FANAL ) LAM 225-C ; 43,57 
300677; ROSA MONO LAM 226-C ; 21,58 
300678; ROSA MONO LAM RUBINE RED-C ; 24,66 
300679; ROSA LAM RHODAMINE RED-C 5/24 ; 96,36 
300680; SALMON MONO LAM 7520-C ; 14,24 
300681; VERDE MONO LAM 576-C ; 22,76 
300682; VERDE MONO LAM 369-C 53 ; 25,35 
300683; VERDE MONO LAM 348-C 100 ; 25,54 
300684; AZUL LAM ARROZ BELLS(P280) ; 33,89 
300685; VERDE MONO LAM 382-C ; 25,71 
300687; VERDE LAM 343-C ; 22,90 
300688; VERDE MONO LAM 3298-C  63 ; 20,38 
300689; VERDE LAM PE TRANSP. 368-C  103 ; 24,90 
300690; VERDE MONO LAM 363-C  9/34 ; 23,36 
300691; VERDE MONO LAM 315-C  134 ; 20,72 
300692; VERDE MONO LAM 374-C ; 18,44 
300693; VERDE MONO LAM 367-C  107 ; 25,20 
300694; VERDE MONO LAM 361-C 8/26 ; 25,21 
300695; VERDE MONO LAM 349-C  10/20 ; 23,78 
300696; VERDE MONO LAM 375-C 2 ; 23,65 
300697; VERDE MONO LAM 356-C  10/23 ; 25,75 
300698; VERDE MONO LAM 376-C  10/27 ; 23,89 
300700; VERDE MONO LAM 350-C PET  ; 23,90 
300701; VERDE MONO LAM 392-C 3/3 ; 24,19 
300702; VERDE MONO LAM 3415-C  ; 24,43 
300703; VERDE MONO LAM 3435-C 6/22 ; 26,27 
300705; VERDE MONO LAM 357-C  10/39 ; 26,98 
300706; VERDE MONO LAM 383-C ; 23,54 
300707; VERDE MONO LAM 362-C  11/02 ; 25,22 
300708; VERDE MONO LAM 360-C 120 ; 24,06 
300709; VERDE MONO LAM 381-C ; 18,95 
300710; LILAS MONO LAM MDG(P525)-C  29/29 ; 30,51 
300711; VERDE MONO LAM 377-C  7/20 ; 22,54 
300712; VERDE MONO LAM 346-C  11/06 ; 19,73 
300713; VERDE MONO LAM COTRIJUI-C ; 26,15 
300714; VERMELHO MONO LAM CORESE-C ; 24,87 
300715; VERMELHO MONO LAM BERTANI-C ; 24,97 
300716; VERMELHO MONO LAM DELLA NONNA-C ; 23,76 
300718; VERMELHO LAM PE TRANSP.4011-C  64 ; 24,90 
300719; AZUL LAM RAROZ (P7692) ; 22,56 
300720; VERMELHO MONO LAM 7427-C  186 ; 24,24 
300721; VERMELHO LAM WARM RED-C 13/21 ; 28,12 
300722; VERMELHO LAM PLASTIMARAU-C  68 ; 30,05 
300723; VERMELHO MONO LAM 186-C  69 ; 29,77 
300724; VERMELHO MONO LAM 200-C  6/20 ; 29,33 
300725; VERMELHO MONO LAM 185-C  7/5 ; 30,46 
300726; VERMELHO LAM VALORE(AM) ; 20,88 
300727; VERMELHO MONO LAM 711-C  6/21 ; 28,02 
300730; VERMELHO MONO LAM 187-C  6/24 ; 27,74 
300731; VERMELHO MONO LAM 193-C  14/25 ; 23,23 
300732; VERMELHO LAM 1945-C 14/37 ; 24,86 
300733; VERMELHO MONO LAM FIRENZE-C ; 27,33 
300734; VERMELHO LAM MINGOTE-C ; 27,70 
300735; VERMELHO MONO LAM 1805-C  26/20 ; 21,33 
300736; VERMELHO MONO LAM 179-C  156 ; 22,54 
300737; VERMELHO MONO LAM WALERIUS-C ; 23,72 
300738; VERMELHO MONO LAM 485-C  6/30 ; 33,93 
300739; VERMELHO MONO LAM 199-C  6/32 ; 27,86 
300740; VERMELHO MONO LAM RED 032-C  7/29 ; 28,00 
300741; VERMELHO MONO LAM CORRIERI-C ; 22,50 
300742; VERMELHO MONO LAM 178-C  16/25 ; 43,78 
300743; VERMELHO MONO LAM 1795-C 22 ; 27,49 
300744; VINHO MONO LAM 202-C  25/3 ; 27,26 
300745; AMARELO MONO EXTERNO 240-C ; 20,70 
300746; MARROM LAM RESISTÊNCIA MIGRAÇÃO 1815-C ; 54,29 
300747; AMARELO EXERNO BISC.INTEGRAL-C ; 20,63 
300748; AMARELO MONO EXTERNO 123-C ; 25,74 
300749; AMARELO MONO EXTERNO 7409-C ; 21,58 
300751; AMARELO MONO EXTERNO PIRISA-C ; 21,39 
300752; AZUL MONO EXTERNO 282-C ; 32,47 
300753; AZUL MONO EXTERNO ESCURO CAPEG-C ; 19,23 
300754; AZUL MONO EXTERNO 280-C ; 25,04 
300755; AZUL MONO EXTERNO 072-C ; 36,80 
300756; AZUL MONO EXTERNO PLASTIMARAU-C ; 25,99 
300757; AZUL MONO EXTERNO COOPEFLOR-C ; 21,29 
300758; AZUL LAM PITUKÃO (P072) ; 39,89 
300760; AZUL MONO EXTERNO CLARO-C ; 15,20 
300761; AZUL MONO EXTERNO CLARO CAPEG-C ; 15,44 
300762; AZUL MONO EXTERNO AGUA E SAL-C ; 15,57 
300763; AZUL MONO EXTERNO LAMIL-C ; 15,93 
300764; AZUL MONO EXTERNO CREAM CRAKER-C ; 17,18 
300765; AZUL MONO EXTERNO GERDAU-C ; 22,46 
300766; AZUL MONO EXTERNO 2756-C ; 31,13 
300767; AZUL MONO EXTERNO 2718-C ; 20,61 
300768; AZUL MONO EXTERNO 2728-C ; 30,33 
300769; AZUL MONO EXTERNO DALIA-C ; 25,08 
300770; AZUL MONO EXTERNO 2945-C ; 29,88 
300771; AZUL EXTERNO PIG.BRANCO 289-C ; 28,56 
300774; AZUL MONO EXTERNO 308-C ; 21,88 
300775; AZUL MONO EXTERNO 2738-C ; 43,00 
300776; AZUL MONO EXTERNO 299-C ; 18,28 
300778; AZUL MONO EXTERNO CLARO ITALIANI-C ; 14,59 
300779; AZUL MONO EXTERNO FONTANA-C ; 25,32 
300780; AZUL MONO EXTERNO 287-C ; 40,99 
300781; BORDO MONO EXTERNO DALIA-C ; 20,00 
300782; BORDO MONO EXTERNO RENNER-C ; 24,12 
300784; CREME MONO EXTERNO 4675-C ; 15,13 
300786; LARANJA MONO EXTERNO ROLDÃO-C ; 26,84 
300787; LARANJA MONO EXTERNO 021-C ; 26,69 
300788; LARANJA MONO EXTERNO 173-C ; 23,40 
300789; LARANJA MONO EXTERNO SANTA CLARA-C ; 23,58 
300790; LARANJA MONO EXTERNO 12 GRAOS-C ; 21,99 
300791; LARANJA MONO EXTERNO 138-C ; 27,25 
300793; LARANJA MONO EXTERNO 166-C ; 27,41 
300794; LARANJA MONO EXTERNO 151-C ; 27,05 
300795; LARANJA EXTERNO 1655-C ; 29,05 
300796; LILAS MONO EXTERNO CREAM CRAKER-C ;
300797; LARANJA MONO EXTERNO 1495-C ; 16,28 
300798; LARANJA MONO EXTERNO 144-C ; 22,41 
300799; LILAS MONO EXTERNO 2597-C ; 64,52 
300800; LILAS MONO EXTERNO AGUA E SAL-C ; 18,35 
300801; LILAS MONO EXTERNO 2725-C ; 22,46 
300802; LILAS MONO EXTERNO 263-C ; 17,86 
300803; LILAS MONO EXTERNO 2755-C ; 37,80 
300804; MARROM MONO EXTERNO BELCRAK-C ; 20,73 
300806; MARROM MONO EXTERNO 168-C ; 24,66 
300807; MARROM MONO EXTERNO 729-C ; 20,12 
300808; MARROM MONO EXTERNO SARANDI-C ; 20,53 
300810; OCRE MONO EXTERNO PIACENZA-C ; 20,99 
300811; OCRE MONO EXTERNO 4515-C ; 18,96 
300812; OCRE MONO EXTERNO 118-C ; 21,93 
300813; OURO MONO EXTERNO BELCRAK-C ; 23,32 
300814; OURO MONO EXTERNO 871-C ; 24,34 
300815; OURO MONO EXTERNO COROA-C ; 22,50 
300816; PRATA MONO EXTERNO COROA-C ; 17,57 
300817; PRATA MONO EXTERNO 877-C ; 59,04 
300818; ROSA MONO EXTERNO 218-C ; 17,85 
300819; ROSA MONO EXTERNO BIOLAT-C ; 18,81 
300820; ROSA MONO EXTERNO 184-C ; 20,64 
300821; ROSA MONO EXTERNO 169-C ; 18,16 
300822; VERDE MONO EXTERNO 347-C ; 21,41 
300824; VERDE MONO EXTERNO 356-C ; 22,23 
300825; VERDE MONO EXTERNO 357-C ; 21,97 
300826; VERDE EXTERNO 362-C ; 21,73 
300827; VERDE MONO EXTERNO 3288-C ; 22,00 
300828; VERDE MONO EXTERNO 368-C ; 22,82 
300829; VERDE MONO EXTERNO 349-C ; 23,59 
300830; VERDE MONO EXTERNO 326-C ; 19,29 
300831; VERMELHO MONO EXTERNO 201-C ; 21,31 
300832; VERMELHO MONO EXTERNO 186-C ; 30,61 
300833; VERMELHO MONO EXTERNO RED 032-C ; 28,68 
300834; VERMELHO MONO EXTERNO 185-C ; 26,10 
300835; VERMELHO MONO EXTERNO PLASTIMARAU-C ; 25,48 
300836; VERMELHO MONO EXTERNO WARM RED-C ; 28,61 
300838; VERMELHO MONO EXTERNO 1805-C ; 23,28 
300839; VERMELHO MONO EXTERNO 1945-C ; 24,56 
300840; VERMELHO MONO EXTERNO 1788-C ; 27,21 
300841; VERMELHO MONO EXTERNO 710-C ; 23,22 
300842; VERMELHO MONO EXTERNO TODESCHINI-C ; 27,11 
300843; VERMELHO MONO EXTERNO 1797-C ; 29,90 
300844; VERMELHO MONO EXTERNO 178-C ; 22,00 
300845; VINHO MONO EXTERNO 511-C ; 20,52 
300846; LARANJA MONO EXTERNO 1485-C ; 22,97 
300849; VERMELHO MONO EXTERNO PANICCIA-C ; 22,72 
300851; AZUL MONO LAM 293-C 3/21 ; 26,36 
300854; VERDE MONO EXTERNO 7496-C ; 22,22 
300855; LARANJA MONO LAM BLUE STAR-C ;
300856; LARANJA MONO LAM VIGOR-C ; 25,18 
300857; AZUL MONO LAM VIGOR-C ; 27,82 
300858; AZUL MONO LAM 534-C ; 24,37 
300859; LILAS MONO LAM  2597-C  135 ; 64,15 
300860; AZUL MONO LAM 2726-C ; 20,20 
300861; VERDE MONO EXTERNO 572-C ; 17,88 
300863; LILAS MONO LAM 2582-C 6/23 ; 23,36 
300865; VERDE MONO LAM 574-C  11/07 ; 26,43 
300866; VERMELHO MONO LAM 194-C   136 ; 24,72 
300867; ROSA MONO EXTERNO 2572-C ; 20,16 
300870; AZUL MONO LAM 655-C  54 ; 28,68 
300871; SALMON MONO LAM 170-C  6/33 ; 19,87 
300872; MARROM MONO LAM 724-C  1/36 ; 28,01 
300877; AZUL CYAN MONO LAM CROMIA-C ; 25,19 
300878; MAGENTA MONO CROMIA LAM-C ; 22,26 
300883; AMARELO MONO LAM CROMIA-C ; 20,89 
300884; PRETO MONO LAM CROMIA-C ; 20,86 
300885; LILAS MONO EXTERNO 267-C ; 28,39 
300891; VERDE MONO LAM  PIRISA-C ; 24,59 
300892; LILAS MONO EXTERNO 512-C ; 21,65 
300893; BORDO MONO EXTERNO 7420-C ; 23,20 
300894; VERDE MONO EXTERNO HEXACHROME GREEN-C ; 22,96 
300895; VERDE MONO LAM HEXACHROME GREEN-C ; 22,40 
300896; ROSA MONO EXTERNO 212-C ; 19,39 
300897; VINHO MONO LAM 7435-C  1/2 ; 20,17 
300898; VERDE MONO EXTERNO 3435-C ; 21,98 
300899; CINZA MONO LAM COOL GRAY 7-C ;
300900; VERMELHO MONO LAM 1807-C   ; 28,00 
300901; LILAS MONO EXTERNO 266-C ; 24,66 
300902; AZUL MONO EXTERNO 2726-C ; 21,75 
300903; LILAS MONO EXTERNO 2607-C ; 34,73 
300904; LARANJA MONO EXTERNO 167-C ; 23,40 
300905; MARROM MONO EXTERNO 478-C ; 21,56 
300906; MARROM MONO LAM 464-C  178 ; 25,23 
300907; OCRE MONO LAM 467-C  14/40 ; 20,41 
300908; SALMON MONO LAM 486-C ; 16,39 
300909; VERMELHO MONO LAM 192-C ; 22,63 
300910; VERDE MONO EXTERNO 577-C ; 19,07 
300911; VINHO MONO EXTERNO 221-C ; 18,87 
300916; OCRE MONO LAM 7503-C  5/41 ; 18,32 
300917; VERMELHO MONO EXTERNO 206-C ; 21,20 
300918; AMARELO MONO LAM 129-C 1/8 ; 19,64 
300919; VINHO MONO LAM 188-C  109 ; 25,64 
300920; CINZA MONO EXTERNO 424-C ; 16,87 
300922; ROXO MONO LAM 276-C  7/23 ; 24,84 
300923; VINHO MONO LAM 216-C ; 23,87 
300924; LILAS MONO LAM 527-C ; 32,37 
300925; LARANJA MONO EXTERNO 131-C ; 23,94 
300926; OCRE MONO EXTERNO 612-C ; 23,07 
300927; MARROM MONO LAM 732-C ; 27,21 
300928; AZUL MONO LAM 541-C   4/3 ; 25,58 
300929; ROSA MONO LAM 219-C  13/04 ; 22,91 
300930; VERMELHO MONO EXTERNO 7621-C ; 24,20 
300931; AMARELO MONO EXTERNO 100-C ; 14,37 
300932; VERDE MONO LAM GOSTO BRASIL-C ; 21,67 
300933; AMARELO LAM PURO GRÃO  11 ; 25,45 
300934; VERDE MONO LAM 627-C ; 27,75 
300935; AMARELO MONO LAM 103-C ; 25,00 
300936; LILAS MONO EXTERNO 527-C ; 24,64 
300937; OCRE MONO EXTERNO 458-C ; 19,92 
300938; AMARELO LAM 7404-C ; 19,15 
300939; AZUL MONO LAM 298-C  1/23 ; 17,39 
300940; AZUL MONO EXTERNO 2707-C ; 17,54 
300941; LARANJA MONO EXTERNO 1525-C ; 27,43 
300942; CREME MONO EXTERNO 461-C ; 20,05 
300943; OCRE MONO LAM 4505-C ; 21,46 
300944; MARROM MONO LAM 463-C ; 23,30 
300945; VERMELHO  LAM 1797-C  11/22 ; 24,62 
300946; LILAS MONO EXTERNO 2415-C ; 26,12 
300947; LARANJA MONO LAM 7417-C ; 26,42 
300948; VERDE MONO LAM 364-C  ; 24,93 
300949; AZUL EXTERNO PIG.BRANCO 632-C ; 17,31 
300950; AZUL MONO EXTERNO 325-C ; 15,74 
300951; VERDE MONO EXTERNO 7489-C ; 20,77 
300954; AZUL MONO LAM 2768-C  8/8 ; 40,19 
300955; VERDE MONO LAM 378-C   ; 25,46 
300956; LILAS MONO LAM 7446-C ; 17,73 
300957; OURO MONO LAM COBAGELÃ ; 14,44 
300958; AZUL MONO LAM 3025-C 13/40 ; 25,58 
300959; LILAS MONO LAM 7437-C ; 15,04 
300960; ROSA MONO LAM 169-C 12 ; 16,46 
300961; SALMON MONO EXTERNO 475-C ; 20,04 
300962; VERDE MONO EXTERNO 5575-C ; 18,43 
300963; VERMELHO CEREAL 1797-C ;
300964; VERDE MONO LAM 326-C 16/23 ; 24,01 
300965; AZUL MONO LAM 7459-C ; 19,03 
300966; PRETO MONO LAM TRAÇO ; 29,53 
300967; AMARELO MONO LAM YELLOW-C ; 22,30 
300970; AMARELO MONO LAM 137-C  2/8 ; 20,71 
300971; LARANJA MONO LAM NAZINHA-C ; 29,26 
300972; VERMELHO MONO LAM PERDIGÃO-C ; 26,59 
300973; AZUL MONO LAM 313-C ; 20,33 
300976; VERDE MONO LAM 355-C  10/09 ; 21,83 
300977; AZUL LAM 7704-C TIO JOÃO ; 25,22 
300978; SALMON LAM NOBRE GOURMET-C (P162) ; 21,72 
300981; AZUL MONO LAM 2715-C ; 19,35 
300982; OCRE MONO LAM 111-C  233 ; 26,37 
300983; LILAS MONO LAM 227-C  14/29 ; 23,44 
300984; MARROM MONO LAM 470-C ; 26,00 
300985; OCRE MONO LAM 118-C ; 24,25 
300986; MARROM MONO LAM 7610-C ; 20,18 
300987; AMARELO MONO LAM 461-C ; 14,07 
300988; MARROM MONO LAM 7571-C ; 21,09 
300989; VERDE MONO LAM SEQUILHOS-C ; 23,42 
300990; VERDE MONO LAM FORTE SEQUILOS-C ; 22,32 
300991; VERMELHO MONO EXTERNO CANDY-C ; 24,61 
300992; VERDE MONO EXTERNO 341-C ; 22,23 
300993; OURO MONO LAM MAIORAL-C  255 ; 34,33 
300994; AZUL MONO LAM 314-C  5/30 ; 25,48 
300995; LARANJA  LAM FOSTER PREMIUM -C ; 25,69 
300996; OURO MONO LAM PAMPEANO-C ; 14,12 
300997; AZUL LAM RETÍCULA MAIORAL(P281)  11/4 ; 46,19 
300998; VERMELHO MONO LAM MAIORAL-C ; 21,08 
300999; LARANJA MONO LAM MAIORAL-C ; 25,87 
301000; LARANJA MONO LAM PARMESÃO-C ; 25,65 
301001; VERMELHO LAM PARMISSIMO-C ; 21,70 
301002; VERMELHO LAM DAKOTA-C ; 31,32 
301003; AZUL MONO LAM SHOW DOG-C ; 32,38 
301004; AZUL MONO LAM CLARO SHOW DOG-C ; 18,85 
301005; VERMELHO MONO EXTERNO NIKKOH-C ; 22,46 
301006; ROSA MONO LAM BACON-C ; 20,47 
301007; VERMELHO MONO LAM BACON-C ; 22,38 
301008; LILAS MONO EXTERNO FANTASY-C ; 21,75 
301009; AZUL MONO LAM DUNGA-C ; 31,35 
301010; AMARELO MONO LAM CERES-C ; 16,99 
301011; AZUL MONO LAM PAMPEANO-C ; 26,78 
301012; VERDE MONO LAM FREDDYS-C ; 26,86 
301013; MARROM LAM RET.PRATO FINO ; 25,81 
301014; LARANJA MONO LAM DUNGA/FAREJADOR ; 24,39 
301015; VERMELHO MONO LAM SEPÉ-C 81 ; 32,12 
301016; VERMELHO MONO LAM PÃO INTEGRAL LIGHT-C ; 26,26 
301017; AZUL MONO LAM  BUTUI(P295)   29 ; 31,67 
301018; LARANJA MONO LAM PAMPEANO-C ; 23,27 
301020; MARROM MONO LAMI 7516-C ; 25,82 
301021; VERDE MONO LAM PITUKATS-C ; 25,45 
301022; ROSA MONO EXTERNO 205-C ; 21,89 
301023; AZUL MONO EXTERNO 302-C ; 23,08 
301024; AZUL CYAN MONO CROMIA EXTERNO ; 26,24 
301025; AZUL MONO EXTERNO 281-C ; 41,12 
301026; MARROM LAM CHEF-MATE (P4695) ; 26,65 
301027; AZUL LAM GRASP(P661)  13/38 ; 25,91 
301028; BRANCO PPH TSA 5% ; 13,24 
301029; AZUL MONO LAM RINGO-C ; 19,51 
301030; VERMELHO MONO EXTERNO 7426-C ; 23,35 
301031; VERMELHO MONO LAM BIJU-C  6/38 ; 25,19 
301032; MARROM MONO LAM PRATO FINO-C ; 23,86 
301033; AZUL MONO LAM 292-C ; 24,20 
301034; AZUL MONO LAM 648-C  5/8 ; 32,69 
301035; VERMELHO MONO LAM 7620-C ; 32,60 
301036; MARROM MONO LAM FAREJADOR-C ; 25,24 
301037; AZUL MONO LAM BIFINHO FOXY-C ; 25,04 
301038; LILAS MONO LAM 2405-C  15/40 ; 25,50 
301039; AZUL MONO EXTERNO 292-C ; 17,90 
301040; OURO MONO EXTERNO 873-C ; 22,20 
301041; VERMELHO LAM TIO JOÃO-C  62 ; 30,24 
301042; AZUL MONO EXTERNO 300-C ; 27,99 
301043; VERDE MONO LAM 320-C 9/26 ; 21,88 
301044; AZUL MONO LAM 299-C 3/35 ; 24,49 
301045; OURO MONO LAM 874-C ; 34,88 
301046; AZUL MONO LAM GATTO-C ; 28,84 
301047; AZUL MONO LAM CLARO GATTO-C ; 19,51 
301048; LILAS MONO LAM FÉLIS-C ; 27,66 
301049; BOBINAS ENTREGUES ;
301050; MARROM MONO LAM 4625-C  26/38 ; 26,76 
301051; ROSA MONO LAM 237-C ; 25,70 
301052; MARROM MONO EXTERNO 4625-C ; 20,61 
301053; LARANJA MONO LAM STREET DOG-C ; 19,25 
301054; VERDE MONO LAM 7482-C ; 22,30 
301055; LARANJA MONO EXTERNO 1395-C ; 20,99 
301056; LILAS MONO EXTERNO 2602-C ; 27,56 
301057; LARANJA MONO LAM 173-C  70 ; 27,34 
301058; ROSA MONO LAM 211-C ; 29,22 
301059; VINHO MONO LAM 222-C  17/23 ; 23,78 
301060; AMARELO MONO LAM 7408-C 1/26 ; 27,69 
301061; LILAS MONO LAM 2602-C ; 35,37 
301062; LILAS MONO LAM 267-C  6/35 ; 38,64 
301063; LILAS MONO LAM 2572-C ; 18,91 
301064; MARROM MONO LAM 7594-C ; 19,85 
301065; VERDE MONO LAM 380-C ; 21,64 
301066; VERDE MONO LAM 384-C ; 25,58 
301067; LILAS MONO LAM 521-C ; 23,51 
301068; LILAS MONO LAM 667-C ; 20,42 
301069; ROSA MONO LAM 213-C 20/3 ; 22,18 
301070; VERDE MONO LAM 7485-C ; 20,08 
301071; VERDE MONO LAMI 339-C ; 22,46 
301072; VERMELHO MONO LAM BANDIT-C ; 27,53 
301073; VERMELHO MONO LAM RISSUL-C ; 29,28 
301074; LARANJA LAM MEU BIJU-C  8/39 ; 29,66 
301075; AZUL LAM VIDA PET CÃO-C ; 34,03 
301076; AMARELO MONO LAM 134-C ; 23,82 
301077; LILAS MONO LAM 7439-C ; 15,94 
301078; LILAS MONO LAM 249-C ; 18,68 
301079; VERDE MONO LAM 3275-C ; 20,53 
301080; VERDE MONO LAM 338-C 14/30 ; 20,55 
301081; LARANJA MONO LAM 171-C ; 31,18 
301082; ROXO MONO LAM 228-C  13/27 ; 17,48 
301083; VERDE MONO EXTERNO COTRIJUI-C ; 25,56 
301084; AZUL MONO EXTERNO REFLEX BLUE-C ; 36,38 
301085; VERMELHO MONO EXTERNO 485-C ; 32,04 
301086; AMARELO MONO LAM 012-C  26/26 ; 26,23 
301087; VERMELHO MONO EXTERNO 1795-C ; 26,21 
301088; AZUL MONO LAM SMART-C ; 30,05 
301089; ROSA MONO LAM FOSTER-C ; 33,15 
301090; VERDE MONO LAM BAW WAW-C ; 22,41 
301091; AMARELO MONO LAM 113-C ; 24,77 
301092; AMARELO MONO LAM 240-C ; 22,97 
301093; ROSA LAM MUKY(AM) ; 54,06 
301094; BORDO MONO LAM 1955-C ; 20,59 
301095; LARANJA MONO LAM 1485-C  290 ; 25,70 
301096; VERDE MONO EXTERNO 5835-C ; 20,23 
301097; LARANJA MONO EXTERNO 1585-C ; 24,34 
301098; ROXO MONO LAM 2613-C  10/42 ; 35,01 
301099; LARANJA MONO LAM 712-C ; 19,21 
301100; VERMELHO MONO LAM L GRAIN (P1795) ; 28,29 
301101; MARROM MONO LAM 439-C ; 21,91 
301102; OURO MONO LAM 876-C ; 32,45 
301103; AZUL MONO LAM 549-C ; 13,83 
301104; ROSA MONO LAM 233-C 14/24 ; 71,45 
301105; VERDE MONO LAM 7466-C  17/01 ; 31,15 
301106; AZUL MONO LAM PULLMAN-C ; 28,33 
301107; VERDE MONO EXTERNO 375-C ; 21,37 
301108; AMARELO MONO LAM BISNAGUINHA-C ; 19,80 
301109; AZUL MONO LAM FOSTER-C ; 19,23 
301110; PROCESS MAGENTA MONO LAM ; 18,18 
301111; LILAS MONO EXTERNO 7456-C ; 20,66 
301112; AZUL MONO EXTERNO 2746-C ; 31,97 
301113; VERDE MONO LAM 347-C  14/26 ; 24,45 
301114; LARANJA MONO LAM 7416-C  8/33 ; 19,59 
301115; LILAS MONO LAM 7676-C 2/03 ; 24,75 
301116; VERDE MONO LAM 5763-C  22/6 ; 21,55 
301117; AZUL MONO LAM DAKOTA-C ; 32,84 
301118; VERMELHO MONO ARROZ MULHER-C ; 28,02 
301119; VERMELHO  LAM ROZCATO (P186) ; 28,22 
301120; OURO LAM ROZCATO (P871) ; 33,37 
301121; MARROM MONO EXTERNO ALVORECER-C ; 20,36 
301122; VERDE MONO LAM 5767-C 117 ; 21,85 
301123; VERDE MONO LAM TIO JOÃO-C ; 21,96 
301124; LARANJA MONO LAM PÃO DE CENOURA ; 17,46 
301125; LILAS MONO LAM DUNGUINHA-C ; 23,27 
301126; VERMELHO LAM 7428-C ; 24,41 
301127; VERDE MONO LAM 354-C  ; 23,51 
301128; LILAS MONO LAM 254-C ; 24,16 
301129; AZUL MONO EXTERNO 7459-C ; 17,20 
301130; AZUL MONO EXTERNO 293-C ; 34,87 
301131; ROSA MONO LAM 210-C ; 23,84 
301132; OCRE MONO LAM 4515-C  260 ; 20,44 
301133; AZUL MONO LAM 283-C  25 ; 23,09 
301134; LARANJA MONO LAM 715-C  2/29 ; 26,61 
301135; VERMELHO MONO LAM 7621-C  6/36 ; 29,56 
301136; VERDE MONO LAM 7486-C ; 16,50 
301137; VERMELHO MONO EXTERNO 200-C ; 22,57 
301138; AZUL MONO LAM MONELLO-C ; 25,89 
301139; PRATA MONO LAM MONELLO ; 17,50 
301140; VERDE MONO LAM AVITRIN-C  11/09 ; 24,73 
301141; VERDE MONO LAM 335-C  28/29 ; 25,17 
301142; VINHO MONO RETICULA-C ; 18,39 
301143; CINZA MONO LAM 415-C ; 20,54 
301144; MARROM LAM 730-C 12/25 ; 29,30 
301145; VERDE MONO LAM NATURAL GUABI-C  10/37 ; 25,54 
301146; VERDE MONO LAM 7488-C  10/4 ; 24,84 
301147; OCRE LAM SARANDI(P117)  9/20 ; 29,86 
301148; AZUL MONO LAM MULHER-C ; 27,27 
301149; OURO LAM T.J PARBOILIZADO-C ; 32,50 
301150; AMARELO MONO EXTERNO 7408-C ; 26,88 
301151; MARROM MONO EXTERNO 7594-C ; 29,81 
301152; OURO MONO EXTERNO 874-C ; 16,95 
301153; VERMELHO MONO EXTERNO 7620-C ; 27,57 
301154; OURO MONO EXTERNO BALDINI-C ; 19,86 
301155; VERMELHO MONO EXTERNO BALDINI-C ; 27,26 
301156; MARROM MONO LAM TODESCHINI-C ; 22,78 
301157; VERMELHO LAM PRESENCE(P1795) ; 26,76 
301158; AZUL LAM 7684-C (CROMIA)   ; 25,29 
301159; CINZA MONO LAM 422-C ; 16,47 
301160; CINZA MONO LAM 7540-C 28/38 ; 21,28 
301161; AZUL MONO EXTERNO 5255-C ; 30,60 
301162; AZUL MONO LAM SNOW DOG-C ; 46,54 
301163; AMARELO MONO LAM 395-C ; 23,71 
301164; LILAS MONO LAM 2655-C ; 20,09 
301165; LARANJA MONO EXTERNO BALDINI-C ; 17,46 
301166; OURO MONO EXTERNO AUSTRALIANO-C ; 23,96 
301167; LILAS MONO EXTERNO BALDINI ; 40,23 
301168; VERDE MONO EXTERNO BALDINI-C ; 21,82 
301169; AZUL MONO EXTERNO BALDINI ; 20,09 
301170; MARROM MONO EXTERNO BALDINI-C ; 25,48 
301171; OURO MONO EXTERNO 10 GRÃOS-C ; 15,38 
301172; AZUL MONO LAM 297-C ; 23,00 
301173; AMARELO MONO LAM 108-C 1/28 ; 27,39 
301174; LILAS MONO LAM 256-C  15/37 ; 21,99 
301175; VERDE MONO LAM 7743-C ; 23,30 
301176; MARROM MONO LAM 727-C ; 20,18 
301177; VERDE MONO EXTERNO 335-C ; 23,80 
301178; AZUL MONO EXTERNO 647-C ; 22,80 
301179; AZUL LAM ARROZ DIA-C ; 23,48 
301180; AZUL MONO LAM BISCOITO FOSTER-C ; 36,75 
301181; VERMELHO LAM ARROZ DIA-C ; 25,96 
301182; AMARELO MONO LAM BIRBO-C ; 24,83 
301183; VERDE MONO LAM 7 CEREAIS-C ; 20,28 
301184; AZUL MONO EXTERNO 648-C ; 22,70 
301185; SALMON MONO LAM 7 GRÃOS ; 21,28 
301186; AZUL MONO EXTERNO LOGO SCOTT-C ; 22,45 
301187; AZUL MONO LAM PIRAHY-C ; 18,47 
301188; AZUL LAM RESISTÊNCIA MIGRAÇÃO 2745-C ; 33,58 
301189; VREMELHO MONO LAM ZIMASE-C ; 28,17 
301190; NA ESPERA DO PANTONE ;
301191; AMARELO LAM FEIJÃO NAMORADO-C ; 25,16 
301192; OURO LAM FEIJÃO NAMORADO-C ; 33,60 
301193; VERMELHO LAM ARROZ DOURADO-C ; 23,74 
301194; LARANJA MONO LAM ARROZ DOURADO-C ; 24,38 
301195; LARANJA MONO LAM CORADINI-C ; 28,06 
301196; AZUL MONO LAM GRAN CÃO-C ; 17,47 
301197; OURO MONO EXTERNO DIA PAN-C ; 16,27 
